1997-163|B|Smith's Longspur||10/4/97 0:00:00|10/11/97 0:00:00|Furnace Creek Ranch|INY||
1997-164|B|Sprague's Pipit||10/10/97 0:00:00|10/18/97 0:00:00|Furnace Creek Ranch|INY||
1997-165|B|Painted Bunting||10/12/97 0:00:00||Victorville|SBE||
1997-166|B|Dusky Warbler||10/13/97 0:00:00|10/22/97 0:00:00|Antonelli Pond, Santa Cruz|SCZ||
1997-167|B|Tricolored Heron||9/27/97 0:00:00||Seal Beach N.W.R.|ORA||(ph.) imm., different from Bolsa Chica bird 1998-004
1997-168|B|Manx Shearwater||9/20/97 0:00:00||Monterey Bay|MTY||
1997-169|B|Scarlet Tanager||10/18/97 0:00:00|10/19/97 0:00:00|Banning Park, Wilmington|LA||
1997-170|Q|Prothonotary Warbler||10/19/97 0:00:00||Molera S.P., Big Sur|MTY||
1997-171|B|Sedge Wren||10/26/97 0:00:00|10/28/97 0:00:00|Sycamore Canyon, Point Mugu S.P.|VEN||
1997-172|A|Tricolored Heron||8/28/96 0:00:00|9/6/96 0:00:00|Santa Ana Riverbed, Huntington Beach|ORA||(Video)
1997-173|A|Scissor-tailed Flycatcher||10/27/95 0:00:00||Carbon Canyon Dam|ORA||(Video)
1997-174|B|Dusky Warbler||10/18/97 0:00:00|10/19/97 0:00:00|Palomarin Field Station, PRBO|MRN||
1997-175|B|Gray-cheeked Thrush||9/29/97 0:00:00|9/30/97 0:00:00|Point Reyes|MRN||
1997-176|B|Golden-winged Warbler||10/19/97 0:00:00||Big Morongo Canyon Preserve|SBE||imm. Female
1997-177|B|Zone-tailed Hawk||11/2/97 0:00:00|3/11/98 0:00:00|Goleta|SBA||Returning adult (1994-010)
1997-178|N|Lesser Black-backed Gull||10/31/97 0:00:00|3/31/98 0:00:00|Lake Cunningham, San Jose|SCL||2nd winter
1997-179|B|Worm-eating Warbler||10/30/97 0:00:00|1/4/98 0:00:00|Westminster Memorial Park, Westminster|ORA||
1997-180|B|Philadelphia Vireo||10/24/97 0:00:00|12/2/97 0:00:00|Mason County Park, Irvine|ORA||
1997-181|B|Dusky Warbler||10/24/97 0:00:00||Bethany Curve Parkway, Santa Cruz|SCZ||
1997-182|B|Gray Catbird||10/27/97 0:00:00||San Nicolas Is.|VEN||
1997-183|B|Zone-tailed Hawk||12/3/97 0:00:00||Ojai|VEN||Returning bird. Same as 1993-194.
1997-184|B|Tricolored Heron||11/8/97 0:00:00|1/17/98 0:00:00|Tijuana River mouth|SD||(ph.) imm.
1997-185|B|Ruddy Ground-Dove||10/18/97 0:00:00||Tijuana R. Valley|SD||Male
1997-186|B|Zone-tailed Hawk||9/28/97 0:00:00|4/16/98 0:00:00|San Diego Wild Animal Park|SD||Returning adult.
1997-187|Q|Red-throated Pipit||10/17/97 0:00:00||Oxnard Plain|VEN||
1997-188|B|Connecticut Warbler||9/12/97 0:00:00||Death Valley Visitor Center|INY||
1997-189|B|Painted Bunting||1/11/93 0:00:00|1/13/93 0:00:00|Chula Vista|SD||(#SDNHM 48279)
1997-190|B|Painted Bunting||9/13/97 0:00:00||Carpinteria Creek|SBA||
1997-191|B|Blue Jay||12/2/97 0:00:00|1/8/98 0:00:00|Willow Creek|HUM||present into March apparently
1997-192|B|Manx Shearwater||9/14/97 0:00:00||Monterey Bay|MTY||
1997-193|B|Pine Warbler||11/25/97 0:00:00|1/10/98 0:00:00|El Dorado Park, Long Beach|LA||
1997-194|B|Pine Warbler||12/1/97 0:00:00|1/17/98 0:00:00|Craig Regional Park, Brea|ORA||(ph.) first-winter male
1997-195|B|Scarlet Tanager||10/31/97 0:00:00||Inyokern|KER||female
1997-196|B|Snow Bunting||11/25/97 0:00:00||Asilomar State Beach, Pebble Beach|MTY||imm. Male
1997-197|B|Masked Booby||8/29/97 0:00:00||36°41'42"'N, 122°18'55"W (23 nm W of Pt. Pinos)|MTY||adult
1997-198|B|Yellow-bellied Flycatcher||9/10/97 0:00:00||S.E. Farallon I.|SF||first-year, probably male.
1997-199|B|Trumpeter Swan|3|2/7/93 0:00:00||Modoc N.W.R.|MOD||
1997-200|B|Scissor-tailed Flycatcher||12/14/97 0:00:00|1/2/98 0:00:00|Murrieta|RIV||apparently first-winter female (videotape).
1997-201|B|Parakeet Auklet||9/12/97 0:00:00||Near 37°51.5"N, 123°26.5"W (21 nm SW of Pt. Reyes)|MRN||adult
1997-202|B|Manx Shearwater||9/13/97 0:00:00||36°55.53"N, 122°40.54"W (SW of Año Neuvo)|SM||
1997-203|B|Thick-billed Kingbird||10/30/97 0:00:00|2/21/98 0:00:00|Pomona|LA||Returning bird (1995-126)
1997-204|N|Black-headed Gull||12/10/97 0:00:00||Santa Barbara|SBA||
1997-205|B|Dusky-capped Flycatcher||11/7/97 0:00:00|11/11/97 0:00:00|Bishop|INY||
1997-206|B|Gray Catbird||10/17/97 0:00:00|10/18/97 0:00:00|Bishop|INY||
1997-207|B|Yellow-bellied Flycatcher||9/21/97 0:00:00||Galileo Hill|KER||
1997-208|B|Yellow-bellied Flycatcher||9/24/97 0:00:00||Near Cantil|KER||
1997-209|B|Broad-billed Hummingbird||10/1/97 0:00:00|10/2/97 0:00:00|Weldon|KER||
1997-210|B|Painted Bunting||11/22/97 0:00:00|12/27/97 0:00:00|Pescadero|SM||male
1997-211|B|Brown Booby|1|12/7/97 0:00:00|1/18/98 0:00:00|Newport Beach|ORA||imm, reported initially as Red-footed Booby
1997-212|B|Dusky-capped Flycatcher||12/1/97 0:00:00||Half Moon Bay|SM||
1998-001|B|Couch's Kingbird||12/31/97 0:00:00|2/21/98 0:00:00|Craig Regional Park, Fullerton|ORA||
1998-002|B|Dusky-capped Flycatcher||1/12/98 0:00:00|3/21/98 0:00:00|Bolinas|MRN||late date 21 Mar 1998 fide Steve Howell
1998-003|N|Lesser Black-backed Gull||1/8/98 0:00:00||Lake Cunningham|SCL||Ad. Different from Alviso bird (1997-150).
1998-004|B|Tricolored Heron||11/19/97 0:00:00|3/7/98 0:00:00|Bolsa Chica|ORA||(ph.) first-winter
1998-005|B|Wedge-tailed Shearwater||12/21/97 0:00:00||Off Pt. Dume|LA||dark morph
1998-006|B|Brown Booby||10/19/97 0:00:00||Passage between Santa Cruz I. and Santa Barbara I.|SBA||(ph.) imm., originally identified as Red-footed Booby
1998-007|B|Gray-cheeked Thrush||10/28/97 0:00:00||Encino|LA||(ph.) HY male turned in on 28 Oct 97.
1998-008|B|Brown Booby||11/17/97 0:00:00||Shelter Island Pier, Pt Loma, San Diego|SD||(ph.,video) imm., initially identified as Red-footed Booby
1998-009|B|Mourning Warbler||9/15/93 0:00:00||Stinson Beach|MRN||imm. Female
1998-010|B|Mourning Warbler||9/30/93 0:00:00||Bolinas|MRN||imm. Male
1998-011|B|Long-billed Murrelet||12/27/97 0:00:00||Pirate's Cove, Muir Beach|MRN||
1998-012|B|Yellow-throated Vireo|1|5/27/95 0:00:00||Laguna Lakes, Laguna Beach|ORA||male
1998-013|B|Great Crested Flycatcher|1|9/25/95 0:00:00||19th St eucalyptus grove, Newport Beach|ORA||
1998-014|B|King Eider|1|12/23/95 0:00:00|12/28/95 0:00:00|Aliso Beach, Laguna Beach|ORA||
1998-015|B|Reddish Egret|1|9/5/96 0:00:00||Santa Ana River, Anaheim|ORA||immature
1998-016|B|Painted Bunting|1|9/15/96 0:00:00||Central Pk, Huntington Beach|ORA||
1998-017|B|Yellow-throated Vireo|1|9/10/97 0:00:00||Prado Basin|RIV||
1998-018|B|Dusky-capped Flycatcher|1|11/16/97 0:00:00||Bayside Pk, Corona del Mar|ORA||
1998-019|B|Golden-winged Warbler|1|11/22/97 0:00:00|11/23/97 0:00:00|La Paz Railroad track willows, Mission Viejo|ORA||imm. Male
1998-020|B|Manx Shearwater|2|5/4/96 0:00:00||Pt Lobos|SF||
1998-021|B|Yellow-throated Vireo|1|5/31/94 0:00:00||Lincoln Pk, San Francisco|SF||male
1998-022|B|Yellow-throated Warbler|1|1/14/98 0:00:00||Old Town, Eureka|HUM||different from 1997-147
1998-023|B|Yellow-billed Loon|1|1/18/98 0:00:00||Field's Landing|HUM||
1998-024|B|Yellow-billed Loon|1|12/15/97 0:00:00|12/16/97 0:00:00|Fisherman's Bay, Southeast Farallon Island|SF||first-winter
1998-025|N|Lesser Black-backed Gull|1|1/21/98 0:00:00|2/21/98 0:00:00|Salton Sea SRA HQ and Marina|RIV||adult
1998-026|B|Whooper Swan|1|1/28/98 0:00:00||Sheepy East Unit, Lower Klamath NWR|SIS||up to 5 reported by "some people" about 10 days earlier
1998-027|B|Broad-billed Hummingbird|1|1/5/98 0:00:00|1/8/98 0:00:00|San Elijo Lagoon Trail|SD||female
1998-028|B|Blue-footed Booby|1|11/29/97 0:00:00||Johnson's Landing, Salton City|IMP||(ph.) sub-adult
1998-029|B|Bar-tailed Godwit|2|9/4/97 0:00:00|9/12/97 0:00:00|Eel River Wildlife Area|HUM||(ph.)
1998-030|B|Zone-tailed Hawk|1|10/14/97 0:00:00||San Luis Obispo|SLO||
1998-031|B|Zone-tailed Hawk|1|11/20/97 0:00:00||College Ave and Faraday, Carlsbad|SD||
1998-032|B|White-rumped Sandpiper|1|9/6/97 0:00:00||Santa Maria River Estuary|SBA||juvenile
1998-033|B|Great Crested Flycatcher|1|10/15/97 0:00:00||Sepelveda Basin, Los Angeles|LA||
1998-034|Q|Sedge Wren|1|10/26/97 0:00:00||Sycamore Canyon, Pt Mugu SP|VEN||
1998-035|B|Yellow-green Vireo|1|8/28/97 0:00:00||Stow House, Goleta|SBA||
1998-036|B|Grace's Warbler|1|10/24/97 0:00:00||Spooner's Cove Campground, Montana de Oro SP|SLO||video tape available on request
1998-037|B|Connecticut Warbler|1|9/20/97 0:00:00||Chorro Creek|SLO||
1998-038|B|Mourning Warbler|1|9/20/97 0:00:00||Chorro Creek near Morro Bay|SLO||first-year female
1998-039|N|Lesser Black-backed Gull|1|1/19/98 0:00:00||Obsidian Butte|IMP||adult
1998-040|B|Sprague's Pipit|12|1/10/98 0:00:00|2/21/98 0:00:00|Sinclair Rd|IMP||
1998-041|B|Common Grackle|1|1/22/98 0:00:00|2/5/98 0:00:00|Wildomar|RIV||(video) male
1998-042|N|Lesser Black-backed Gull|1|1/24/98 0:00:00|2/21/98 0:00:00|Obsidian Butte|IMP||1st winter
1998-043|B|Least Grebe|1|1/22/98 0:00:00||Stow Lake, Golden Gate Pk|SF||
1998-044|N|Bewick's Swan|1|1/26/98 0:00:00||Brewer Rd|PLA||
1998-045|B|Barnacle Goose|1|1/1/98 0:00:00|7/10/98 0:00:00|Granite Bay|PLA||
1998-046|B|Falcated Duck|1|2/15/98 0:00:00||Gray Lodge WMA|BUT||Adult male
1998-047|B|Alder Flycatcher|1|9/15/97 0:00:00||Wood Duck Slough, Cosumnes River Preserve|SAC||
1998-048|N|Tricolored Heron|1|1/31/98 0:00:00|2/21/98 0:00:00|Hayes Rd, NE Salton Sea|RIV||adult
1998-049|N|Lesser Black-backed Gull|1|2/14/98 0:00:00|2/16/98 0:00:00|Whitewater River Delta|RIV||
1998-050|N|Slaty-backed Gull|1|2/21/98 0:00:00|3/7/98 0:00:00|Johnson's Landing, Salton City|IMP||fourth basic
1998-051|B|Dusky-capped Flycatcher|1|1/12/98 0:00:00|2/7/98 0:00:00|Finney Lake|IMP||
1998-052|B|Yellow-billed Loon|1|10/30/97 0:00:00|1/25/98 0:00:00|Otter Pt, Monterey Bay|MTY||(ph.) alternate-plumaged adult
1998-053|B|Brown Booby|1|10/5/97 0:00:00||North of Lover's Pt, Monterey Bay|MTY||(ph.,video) imm.,video removed, to be shown at 1999 meeting
1998-054|B|Brown Booby|1|1/19/98 0:00:00||San Simeon State Beach|SLO||imm.
1998-055|B|Pied Avocet|1|2/15/97 0:00:00||S end Salton Sea|IMP||date, location unknown
1998-056|N|Iceland Gull|1|2/27/98 0:00:00||Ano Nuevo Point|SM||
1998-057|B|Lesser White-fronted Goose|1|3/15/98 0:00:00||Tule Lake|LAS||
1998-058|B|Zone-tailed Hawk|1|12/20/97 0:00:00||Rancho Mission Viejo Land Conservancy|ORA||
1998-059|N|Iceland Gull|1|2/15/98 0:00:00|2/20/98 0:00:00|Moss Landing|MTY||
1998-060|B|Scarlet Tanager|1|11/10/97 0:00:00||Furnace Creek Golf Course|INY||male
1998-061|B|Common Grackle|1|3/27/98 0:00:00|4/11/98 0:00:00|Luckie Park|SBE||(audio tape) male
1998-062|B|Dusky-capped Flycatcher|1|12/9/97 0:00:00|3/14/98 0:00:00|Nearys Lagoon|SCZ||
1998-063|B|Masked Booby|1|2/16/98 0:00:00||San Miguel Island|SBA||(ph.)
1998-064|B|Common Grackle|1|12/14/97 0:00:00||Bishop|INY||(ph.)
1998-065|B|Mourning Warbler|1|9/14/97 0:00:00||Oxnard Plain|VEN||(ph.) first-fall female
1998-066|B|Dusky-capped Flycatcher|1|12/21/97 0:00:00|1/10/98 0:00:00|Serrano Creek, Lake Forest|ORA||
1998-067|B|Yellow-green Vireo|1|9/20/97 0:00:00|9/22/97 0:00:00|Hueneme Rd, Oxnard Plain|VEN||
1998-068|B|Great Tit|1|4/12/97 0:00:00|4/13/97 0:00:00|Chester|PLU||(ph.) female
1998-069|B|Brown Booby|2|9/30/97 0:00:00||30 mi SW Oxnard, 15 mi SE East Pt, Santa Rosa Island|SBA||(ph.) 2 imm.
1998-070|N|Little Gull|1|4/28/98 0:00:00|5/2/98 0:00:00|Alviso|SCL||2nd summer or adult
1998-071|B|Reddish Egret|1|4/17/98 0:00:00||Seal Beach NWR|ORA||adult
1998-072|N|Wilson's Plover|1|4/27/98 0:00:00|5/2/98 0:00:00|Delta Beach|SD||
1998-073|B|Caribbean Coot|1|12/13/97 0:00:00||Palo Alto Baylands duck pond|SCL||(ph.)
1998-074|B|Common Grackle|1|5/11/98 0:00:00||Fleming Unit of Honey Lake Wildlife Area|LAS||imm. Male
1998-075|B|Bristle-thighed Curlew|1|5/14/98 0:00:00|5/16/98 0:00:00|Battery Pt, Crescent City Harbor|DN||
1998-076|B|Bristle-thighed Curlew|1|5/16/98 0:00:00|5/25/98 0:00:00|Kehoe Beach, Pt. Reyes|MRN||(ph.,video)
1998-077|B|Trumpeter Swan|1|2/3/94 0:00:00||Tanabe Rd 7.5mi NNE of Marysville|YUB||adult
1998-105|N|Bridled Tern|1|7/17/98 0:00:00||Bolsa Chica Preserve|ORA||
1998-106|N|Sulphur-bellied Flycatcher|1|6/14/98 0:00:00||Gazos Creek Road|SM||
1998-107|N|Iceland Gull|1|2/24/98 0:00:00||Newby Island Landfill|SCL||
1998-108|N|Yellow-throated Vireo|1|6/13/98 0:00:00||Pt. Reyes Lighthouse|MRN||
1998-078|N|Little Gull|1|5/8/98 0:00:00|5/17/98 0:00:00|Alviso Environmental Education Center|SCL||1st summer
1998-079|N|Neotropic Cormorant|1|4/28/98 0:00:00|7/4/98 0:00:00|Lack & Lindsey Rds, S end Salton Sea|IMP||adult
1998-080|N|Sooty Tern|1|4/10/98 0:00:00|4/18/98 0:00:00|Bolsa Chica|ORA||
1998-081|B|Bristle-thighed Curlew|1|5/9/98 0:00:00||South end of Big Lagoon|HUM||
1998-082|N|Blue-winged Warbler|1|5/22/98 0:00:00||Birchim Canyon|INY||
1998-083|N|Yellow-crowned Night-Heron|1|5/26/98 0:00:00||Scripps Institute|SD||
1998-084|N|Garganey|1|4/25/98 0:00:00|5/4/98 0:00:00|Salinas Sewer Ponds|MTY||
1998-085|N|Red-faced Warbler|1|5/20/98 0:00:00|5/21/98 0:00:00|Bishop|INY||
1998-086|N|White-bellied Storm-Petrel|1|7/5/97 0:00:00||122.66W, 31.09N|||outside review area?
1998-087|N|Mississippi Kite|1|6/6/98 0:00:00|6/7/98 0:00:00|Furnace Creek Ranch|INY||
1998-088|N|Brown Booby|1|6/7/98 0:00:00||Pt. Reyes Lighthouse|MRN||
1998-089|B|Common Grackle|1|4/21/98 0:00:00||Pt. Sur naval housing|MTY||(ph.)
1998-090|B|Bristle-thighed Curlew|2|5/6/98 0:00:00||halfway between Kehoe Beach and Abbott's Lagoon|MRN||
1998-091|N|Iceland Gull|2|1/16/98 0:00:00|1/28/98 0:00:00|San Jose-Santa Clara Water Pollution Control Plant in Alviso|SCL||
1998-092|N|Dusky-capped Flycatcher|1|12/21/97 0:00:00|12/30/97 0:00:00|NW corner of Lake Merced|SF||
1998-093|N|Gray-tailed Tattler|1|5/30/98 0:00:00||Bodega Head|SON||
1998-094|N|Eastern Wood-Pewee|1|6/22/98 0:00:00|6/23/98 0:00:00|Pt. Reyes Lighthouse|MRN||
1998-095|N|Manx Shearwater|1|12/31/97 0:00:00||0.25 miles N of Otter Pt., Pacific Grove|MTY||
1998-096|N|Scarlet Tanager|1|6/1/98 0:00:00||East of Lighthouse parking lot, Pt. Reyes|MRN||female or winter male
1998-097|N|Neotropic Cormorant|1|6/14/98 0:00:00|6/27/98 0:00:00|South end of Colfax St., N end of Salton Sea|RIV||
1998-098|N|Masked Booby|1|6/19/98 0:00:00|7/25/98 0:00:00|Ano Nuevo Island|SM||
1998-099|N|Gray-tailed Tattler|1|5/24/98 0:00:00|5/26/98 0:00:00|Kehoe Beach, Pt. Reyes|MRN||
1998-100|N|Ross' Gull|1|1/14/98 0:00:00||Berkeley Pier|ALA||
1998-101|N|Reddish Egret|1|7/11/98 0:00:00||Johnson Road|RIV||
1998-102|N|Eastern Wood-Pewee|1|6/28/98 0:00:00|7/9/98 0:00:00|South Fork Wildlife Area|KER||
1998-103|N|Eastern Wood-Pewee|1|7/4/98 0:00:00|7/12/98 0:00:00|Mono Lake County Park|MNO||
1998-104|N|Philadelphia Vireo|1|6/21/98 0:00:00||Parker Creek Diversion Dam|MNO||
